insert into account values(3300000, "name20000", 990.54);
insert into account values(3308115, "name28115", 11.844);
insert into account values(3308116, "name28116", 73.877);
insert into account values(3308117, "name28117", 959.717);
insert into account values(3308118, "name28118", 588.604);
insert into account values(3308119, "name28119", 966.002);
insert into account values(3308120, "name28120", 923.33);
insert into account values(3308121, "name28121", 505.306);
insert into account values(3308122, "name28122", 629.166);
insert into account values(3308123, "name28123", 379.599);
insert into account values(3308124, "name28124", 876.006);
insert into account values(3308125, "name28125", 424.971);
insert into account values(3308126, "name28126", 12.223);
insert into account values(3308127, "name28127", 302.488);
insert into account values(3308128, "name28128", 672.403);
insert into account values(3308129, "name28129", 835.374);
insert into account values(3308130, "name28130", 418.387);
insert into account values(3308131, "name28131", 551.314);
insert into account values(3308132, "name28132", 921.501);
insert into account values(3308133, "name28133", 659.78);
insert into account values(3308134, "name28134", 328.959);
insert into account values(3308135, "name28135", 442.866);
insert into account values(3308136, "name28136", 517.389);
insert into account values(3308137, "name28137", 359.316);
insert into account values(3308138, "name28138", 831.679);
insert into account values(3308139, "name28139", 687.76);
insert into account values(3308140, "name28140", 52.75);
insert into account values(3308141, "name28141", 848.999);
insert into account values(3308142, "name28142", 897.952);
insert into account values(3308143, "name28143", 859.743);
insert into account values(3308144, "name28144", 499.538);
insert into account values(3308145, "name28145", 46.402);
insert into account values(3308146, "name28146", 302.182);
insert into account values(3308147, "name28147", 636.879);
insert into account values(3308148, "name28148", 372.726);
insert into account values(3308149, "name28149", 121.504);
insert into account values(3308150, "name28150", 560.887);
insert into account values(3308151, "name28151", 609.668);
insert into account values(3308152, "name28152", 972.241);
insert into account values(3308153, "name28153", 472.541);
insert into account values(3308154, "name28154", 184.062);
insert into account values(3308155, "name28155", 568.26);
insert into account values(3308156, "name28156", 739.001);
insert into account values(3308157, "name28157", 254.051);
insert into account values(3308158, "name28158", 662.025);
insert into account values(3308159, "name28159", 501.772);
insert into account values(3308160, "name28160", 391.878);
insert into account values(3308161, "name28161", 456.689);
insert into account values(3308162, "name28162", 684.596);
insert into account values(3308163, "name28163", 226.388);
insert into account values(3308164, "name28164", 466.157);
insert into account values(3308165, "name28165", 320.919);
insert into account values(3308166, "name28166", 380.132);
insert into account values(3308167, "name28167", 121.094);
insert into account values(3308168, "name28168", 415.927);
insert into account values(3308169, "name28169", 613.564);
insert into account values(3308170, "name28170", 662.508);
insert into account values(3308171, "name28171", 100.051);
insert into account values(3308172, "name28172", 345.264);
insert into account values(3308173, "name28173", 464.152);
insert into account values(3308174, "name28174", 659.275);
insert into account values(3308175, "name28175", 462.446);
insert into account values(3308176, "name28176", 764.744);
insert into account values(3308177, "name28177", 297.89);
insert into account values(3308178, "name28178", 484.292);
insert into account values(3308179, "name28179", 520.823);
insert into account values(3308180, "name28180", 514.125);
insert into account values(3308181, "name28181", 392.275);
insert into account values(3308182, "name28182", 700.381);
insert into account values(3308183, "name28183", 484.433);
insert into account values(3308184, "name28184", 248.51);
insert into account values(3308185, "name28185", 781.649);
insert into account values(3308186, "name28186", 898.849);
insert into account values(3308187, "name28187", 677.613);
insert into account values(3308188, "name28188", 782.226);
insert into account values(3308189, "name28189", 232.773);
insert into account values(3308190, "name28190", 128.174);
insert into account values(3308191, "name28191", 981.933);
insert into account values(3308192, "name28192", 466.711);
insert into account values(3308193, "name28193", 265.181);
insert into account values(3308194, "name28194", 278.807);
insert into account values(3308195, "name28195", 334.001);
insert into account values(3308196, "name28196", 261.748);
insert into account values(3308197, "name28197", 402.802);
insert into account values(3308198, "name28198", 320.659);
insert into account values(3308199, "name28199", 674.27);
insert into account values(3308200, "name28200", 301.08);
insert into account values(3308201, "name28201", 600.275);
insert into account values(3308202, "name28202", 107.86);
